tree_count_nodes
timeout,10.0
trial count,50
example count,top success percent,top recursive success percent
0,0.0000,0.0000
1,0.0000,0.0000
2,0.0000,0.0000
3,0.3000,0.3000
4,0.7600,0.7600
5,0.7800,0.7800
6,0.8600,0.8600
7,0.9600,0.9600
8,1.0000,1.0000
9,0.9600,0.9600
10,0.9200,0.9200
11,0.8800,0.8800
12,0.8200,0.8200
13,0.8800,0.8800
14,0.7600,0.7600
15,0.8800,0.8800
