nat_add
timeout,1.0
trial count,50
example count,top success percent,top recursive success percent
0,0.0000,0.0000
1,0.0000,0.0000
2,0.0000,0.1200
3,0.1400,0.8200
4,0.4200,0.9000
5,0.7800,1.0000
6,0.9600,1.0000
7,0.9800,1.0000
8,1.0000,1.0000
9,1.0000,1.0000
